# values taken from last column for SCOEF in "Stopping of Ions in Solids" vo1 I. pp.223f
1 1.0
2 1.0
3 1.1
4 1.06
5 1.01
6 1.03
7 1.04
8 0.99
9 0.95
10 0.9
11 0.82
12 0.81
13 0.83
14 0.88
15 1.0
16 0.95
17 0.97
18 0.99
19 0.98
20 0.97
21 0.98
22 0.97
23 0.96
24 0.93
25 0.91
26 0.9
27 0.88
28 0.9
29 0.9
30 0.9
31 0.9
32 0.85
33 0.9
34 0.9
35 0.91
36 0.92
37 0.9
38 0.9
39 0.9
40 0.9
41 0.9
42 0.88
43 0.9
44 0.88
45 0.88
46 0.9
47 0.9
48 0.88
49 0.9
50 0.9
51 0.9
52 0.9
53 0.96
54 1.2
55 0.9
56 0.88
57 0.88
58 0.85
59 0.9
60 0.9
61 0.92
62 0.95
63 0.99
64 1.03
65 1.05
66 1.07
67 1.08
68 1.1
69 1.08
70 1.08
71 1.08
72 1.08
73 1.09
74 1.09
75 1.1
76 1.11
77 1.12
78 1.13
79 1.14
80 1.15
81 1.17
82 1.2
83 1.18
84 1.17
85 1.17
86 1.16
87 1.16
88 1.16
89 1.16
90 1.16
91 1.16
92 1.16
